sample_id,id,storage_condition,reactor,filtered,RNase_treated,time_point,dilution_factor,target,task,CT,plate_id,Exp_loc,experiment,experiment_manuscript_label
20A4F-N-T7-5x,20A4F,20,A4,F,N,T7,5,OL5a,UNKNOWN,29.75565,P97,CDC_collab,4,20-2
20A4F-N-T7-5x,20A4F,20,A4,F,N,T7,5,OL5a,UNKNOWN,30.82899,P97,CDC_collab,4,20-2
20A4F-Y-T7-1x,20A4F,20,A4,F,Y,T7,1,OL5a,UNKNOWN,25.25382,P97,CDC_collab,4,20-2
20A4F-Y-T7-1x,20A4F,20,A4,F,Y,T7,1,OL5a,UNKNOWN,24.62495,P97,CDC_collab,4,20-2
20A4F-Y-T7-5x,20A4F,20,A4,F,Y,T7,5,OL5a,UNKNOWN,27.6505,P97,CDC_collab,4,20-2
20A4F-Y-T7-5x,20A4F,20,A4,F,Y,T7,5,OL5a,UNKNOWN,26.7762,P97,CDC_collab,4,20-2
20A4F-N-T14-1x,20A4F,20,A4,F,N,T14,1,OL5a,UNKNOWN,30.48528,P97,CDC_collab,4,20-2
20A4F-N-T14-1x,20A4F,20,A4,F,N,T14,1,OL5a,UNKNOWN,31.21218,P97,CDC_collab,4,20-2
20A4F-N-T14-5x,20A4F,20,A4,F,N,T14,5,OL5a,UNKNOWN,Undetermined,P97,CDC_collab,4,20-2
20A4F-N-T14-5x,20A4F,20,A4,F,N,T14,5,OL5a,UNKNOWN,34.79434,P97,CDC_collab,4,20-2
20A4F-Y-T14-1x,20A4F,20,A4,F,Y,T14,1,OL5a,UNKNOWN,25.34191,P97,CDC_collab,4,20-2
20A4F-Y-T14-1x,20A4F,20,A4,F,Y,T14,1,OL5a,UNKNOWN,25.13839,P97,CDC_collab,4,20-2
20A4F-Y-T14-5x,20A4F,20,A4,F,Y,T14,5,OL5a,UNKNOWN,28.16117,P97,CDC_collab,4,20-2
20A4F-Y-T14-5x,20A4F,20,A4,F,Y,T14,5,OL5a,UNKNOWN,28.9859,P97,CDC_collab,4,20-2
NA,NA,NA,NA,NA,NA,NA,NA,OL5a,NTC,34.43448,P97,CDC_collab,extraction_control_1234,control
NA,NA,NA,NA,NA,NA,NA,NA,OL5a,NTC,Undetermined,P97,CDC_collab,extraction_control_1234,control
20A4F-N-T21-1x,20A4F,20,A4,F,N,T21,1,OL5a,UNKNOWN,28.78615,P97,CDC_collab,4,20-2
20A4F-N-T21-1x,20A4F,20,A4,F,N,T21,1,OL5a,UNKNOWN,27.89258,P97,CDC_collab,4,20-2
20A4F-N-T21-5x,20A4F,20,A4,F,N,T21,5,OL5a,UNKNOWN,31.82596,P97,CDC_collab,4,20-2
20A4F-N-T21-5x,20A4F,20,A4,F,N,T21,5,OL5a,UNKNOWN,31.01097,P97,CDC_collab,4,20-2
20A4F-Y-T21-1x,20A4F,20,A4,F,Y,T21,1,OL5a,UNKNOWN,25.23621,P97,CDC_collab,4,20-2
20A4F-Y-T21-1x,20A4F,20,A4,F,Y,T21,1,OL5a,UNKNOWN,25.51506,P97,CDC_collab,4,20-2
20A4F-Y-T21-5x,20A4F,20,A4,F,Y,T21,5,OL5a,UNKNOWN,34.22665,P97,CDC_collab,4,20-2
20A4F-Y-T21-5x,20A4F,20,A4,F,Y,T21,5,OL5a,UNKNOWN,33.3062,P97,CDC_collab,4,20-2
20A2F-N-T0-1x,20A2F,20,A2,F,N,T0,1,OL7b,UNKNOWN,26.48437,P98,CDC_collab,3,20-1
20A2F-N-T0-1x,20A2F,20,A2,F,N,T0,1,OL7b,UNKNOWN,26.3633,P98,CDC_collab,3,20-1
20A2F-N-T0-5x,20A2F,20,A2,F,N,T0,5,OL7b,UNKNOWN,29.71642,P98,CDC_collab,3,20-1
20A2F-N-T0-5x,20A2F,20,A2,F,N,T0,5,OL7b,UNKNOWN,29.45825,P98,CDC_collab,3,20-1
20A4F-N-T28-1x,20A4F,20,A4,F,N,T28,1,OL7b,UNKNOWN,26.31896,P98,CDC_collab,4,20-2
20A4F-N-T28-1x,20A4F,20,A4,F,N,T28,1,OL7b,UNKNOWN,26.87258,P98,CDC_collab,4,20-2
20A2F-N-T1-1x,20A2F,20,A2,F,N,T1,1,OL7b,UNKNOWN,28.59851,P98,CDC_collab,3,20-1
20A2F-N-T1-1x,20A2F,20,A2,F,N,T1,1,OL7b,UNKNOWN,27.65897,P98,CDC_collab,3,20-1
20A2F-N-T1-5x,20A2F,20,A2,F,N,T1,5,OL7b,UNKNOWN,31.57371,P98,CDC_collab,3,20-1
20A2F-N-T1-5x,20A2F,20,A2,F,N,T1,5,OL7b,UNKNOWN,33.27226,P98,CDC_collab,3,20-1
20A4F-Y-T28-1x,20A4F,20,A4,F,Y,T28,1,OL7b,UNKNOWN,25.33293,P98,CDC_collab,4,20-2
20A4F-Y-T28-1x,20A4F,20,A4,F,Y,T28,1,OL7b,UNKNOWN,25.90932,P98,CDC_collab,4,20-2
20A2F-N-T7-1x,20A2F,20,A2,F,N,T7,1,OL7b,UNKNOWN,26.63665,P98,CDC_collab,3,20-1
20A2F-N-T7-1x,20A2F,20,A2,F,N,T7,1,OL7b,UNKNOWN,26.33889,P98,CDC_collab,3,20-1
20A2F-N-T7-5x,20A2F,20,A2,F,N,T7,5,OL7b,UNKNOWN,28.6057,P98,CDC_collab,3,20-1
20A2F-N-T7-5x,20A2F,20,A2,F,N,T7,5,OL7b,UNKNOWN,28.36288,P98,CDC_collab,3,20-1
20A4F-N-T28-5x,20A4F,20,A4,F,N,T28,5,OL7b,UNKNOWN,28.7914,P98,CDC_collab,4,20-2
20A4F-N-T28-5x,20A4F,20,A4,F,N,T28,5,OL7b,UNKNOWN,28.69432,P98,CDC_collab,4,20-2
20A4F-N-T0-1x,20A4F,20,A4,F,N,T0,1,OL7b,UNKNOWN,27.48957,P98,CDC_collab,4,20-2
20A4F-N-T0-1x,20A4F,20,A4,F,N,T0,1,OL7b,UNKNOWN,27.78272,P98,CDC_collab,4,20-2
20A4F-N-T0-5x,20A4F,20,A4,F,N,T0,5,OL7b,UNKNOWN,29.78074,P98,CDC_collab,4,20-2
20A4F-N-T0-5x,20A4F,20,A4,F,N,T0,5,OL7b,UNKNOWN,32.14797,P98,CDC_collab,4,20-2
20A4F-Y-T0-1x,20A4F,20,A4,F,Y,T0,1,OL7b,UNKNOWN,24.94806,P98,CDC_collab,4,20-2
20A4F-Y-T0-1x,20A4F,20,A4,F,Y,T0,1,OL7b,UNKNOWN,25.33765,P98,CDC_collab,4,20-2
20A4F-Y-T0-5x,20A4F,20,A4,F,Y,T0,5,OL7b,UNKNOWN,27.73335,P98,CDC_collab,4,20-2
20A4F-Y-T0-5x,20A4F,20,A4,F,Y,T0,5,OL7b,UNKNOWN,26.25265,P98,CDC_collab,4,20-2
20A4F-Y-T28-5x,20A4F,20,A4,F,Y,T28,5,OL7b,UNKNOWN,28.4746,P98,CDC_collab,4,20-2
20A4F-Y-T28-5x,20A4F,20,A4,F,Y,T28,5,OL7b,UNKNOWN,26.89791,P98,CDC_collab,4,20-2
20A4F-N-T1-1x,20A4F,20,A4,F,N,T1,1,OL7b,UNKNOWN,25.03278,P98,CDC_collab,4,20-2
20A4F-N-T1-1x,20A4F,20,A4,F,N,T1,1,OL7b,UNKNOWN,25.09012,P98,CDC_collab,4,20-2
20A4F-N-T1-5x,20A4F,20,A4,F,N,T1,5,OL7b,UNKNOWN,28.23524,P98,CDC_collab,4,20-2
20A4F-N-T1-5x,20A4F,20,A4,F,N,T1,5,OL7b,UNKNOWN,28.77424,P98,CDC_collab,4,20-2
20A4F-Y-T1-1x,20A4F,20,A4,F,Y,T1,1,OL7b,UNKNOWN,29.71872,P98,CDC_collab,4,20-2
20A4F-Y-T1-1x,20A4F,20,A4,F,Y,T1,1,OL7b,UNKNOWN,29.62292,P98,CDC_collab,4,20-2
20A4F-Y-T1-5x,20A4F,20,A4,F,Y,T1,5,OL7b,UNKNOWN,34.56825,P98,CDC_collab,4,20-2
20A4F-Y-T1-5x,20A4F,20,A4,F,Y,T1,5,OL7b,UNKNOWN,34.30986,P98,CDC_collab,4,20-2
20A4F-N-T7-1x,20A4F,20,A4,F,N,T7,1,OL7b,UNKNOWN,27.44856,P98,CDC_collab,4,20-2
20A4F-N-T7-1x,20A4F,20,A4,F,N,T7,1,OL7b,UNKNOWN,27.63804,P98,CDC_collab,4,20-2
20A4F-N-T7-5x,20A4F,20,A4,F,N,T7,5,OL7b,UNKNOWN,29.43497,P98,CDC_collab,4,20-2
20A4F-N-T7-5x,20A4F,20,A4,F,N,T7,5,OL7b,UNKNOWN,29.87439,P98,CDC_collab,4,20-2
20A4F-Y-T7-1x,20A4F,20,A4,F,Y,T7,1,OL7b,UNKNOWN,25.09867,P98,CDC_collab,4,20-2
20A4F-Y-T7-1x,20A4F,20,A4,F,Y,T7,1,OL7b,UNKNOWN,25.64372,P98,CDC_collab,4,20-2
20A4F-Y-T7-5x,20A4F,20,A4,F,Y,T7,5,OL7b,UNKNOWN,28.04782,P98,CDC_collab,4,20-2
20A4F-Y-T7-5x,20A4F,20,A4,F,Y,T7,5,OL7b,UNKNOWN,27.7049,P98,CDC_collab,4,20-2
20A4F-N-T14-1x,20A4F,20,A4,F,N,T14,1,OL7b,UNKNOWN,30.4626,P98,CDC_collab,4,20-2
20A4F-N-T14-1x,20A4F,20,A4,F,N,T14,1,OL7b,UNKNOWN,31.28605,P98,CDC_collab,4,20-2
20A4F-N-T14-5x,20A4F,20,A4,F,N,T14,5,OL7b,UNKNOWN,31.37987,P98,CDC_collab,4,20-2
20A4F-N-T14-5x,20A4F,20,A4,F,N,T14,5,OL7b,UNKNOWN,32.06818,P98,CDC_collab,4,20-2
20A4F-Y-T14-1x,20A4F,20,A4,F,Y,T14,1,OL7b,UNKNOWN,25.51509,P98,CDC_collab,4,20-2
20A4F-Y-T14-1x,20A4F,20,A4,F,Y,T14,1,OL7b,UNKNOWN,25.94932,P98,CDC_collab,4,20-2
20A4F-Y-T14-5x,20A4F,20,A4,F,Y,T14,5,OL7b,UNKNOWN,28.70621,P98,CDC_collab,4,20-2
20A4F-Y-T14-5x,20A4F,20,A4,F,Y,T14,5,OL7b,UNKNOWN,28.83081,P98,CDC_collab,4,20-2
NA,NA,NA,NA,NA,NA,NA,NA,OL7b,NTC,Undetermined,P98,CDC_collab,extraction_control_1234,control
NA,NA,NA,NA,NA,NA,NA,NA,OL7b,NTC,Undetermined,P98,CDC_collab,extraction_control_1234,control
20A4F-N-T21-1x,20A4F,20,A4,F,N,T21,1,OL7b,UNKNOWN,28.39592,P98,CDC_collab,4,20-2
20A4F-N-T21-1x,20A4F,20,A4,F,N,T21,1,OL7b,UNKNOWN,28.82415,P98,CDC_collab,4,20-2
20A4F-N-T21-5x,20A4F,20,A4,F,N,T21,5,OL7b,UNKNOWN,31.54113,P98,CDC_collab,4,20-2
20A4F-N-T21-5x,20A4F,20,A4,F,N,T21,5,OL7b,UNKNOWN,31.27498,P98,CDC_collab,4,20-2
20A4F-Y-T21-1x,20A4F,20,A4,F,Y,T21,1,OL7b,UNKNOWN,25.56552,P98,CDC_collab,4,20-2
20A4F-Y-T21-1x,20A4F,20,A4,F,Y,T21,1,OL7b,UNKNOWN,26.8087,P98,CDC_collab,4,20-2
20A4F-Y-T21-5x,20A4F,20,A4,F,Y,T21,5,OL7b,UNKNOWN,29.99479,P98,CDC_collab,4,20-2
20A4F-Y-T21-5x,20A4F,20,A4,F,Y,T21,5,OL7b,UNKNOWN,28.97207,P98,CDC_collab,4,20-2
NA,NA,NA,NA,NA,NA,NA,NA,OL5a,NTC,36.39722,P99,CDC_collab,extraction_control_1234,control
NA,NA,NA,NA,NA,NA,NA,NA,OL5a,NTC,Undetermined,P99,CDC_collab,extraction_control_1234,control
NA,NA,NA,NA,NA,NA,NA,NA,OL5a,NTC,Undetermined,P100,CDC_collab,extraction_control_1234,control
NA,NA,NA,NA,NA,NA,NA,NA,OL5a,NTC,Undetermined,P100,CDC_collab,extraction_control_1234,control
NA,NA,NA,NA,NA,NA,NA,NA,OL7b,NTC,Undetermined,P99,CDC_collab,extraction_control_1234,control
NA,NA,NA,NA,NA,NA,NA,NA,OL7b,NTC,Undetermined,P99,CDC_collab,extraction_control_1234,control
NA,NA,NA,NA,NA,NA,NA,NA,OL7b,NTC,Undetermined,P100,CDC_collab,extraction_control_1234,control
NA,NA,NA,NA,NA,NA,NA,NA,OL7b,NTC,Undetermined,P100,CDC_collab,extraction_control_1234,control
NA,NA,NA,NA,NA,NA,NA,NA,ORF,NTC,Undetermined,P89,CDC_collab,extraction_control_1234,control
NA,NA,NA,NA,NA,NA,NA,NA,ORF,NTC,Undetermined,P89,CDC_collab,extraction_control_1234,control
